,ABIC,log(Lambda),dE,dN,dU
0,2170.448291883096,-1.0,0.010014404939272031,-0.01692379643088669,0.001877549105454429
1,2411.033668931484,-2.0,0.010879259211741266,-0.015908234159869295,0.0020822086479037826
