,ABIC,log(Lambda),dE,dN,dU
0,2012.9060952651225,-1.0,-0.006112856553840862,0.010684359602820239,0.0032309724248944798
1,2120.6110490919214,-2.0,-0.006286742629624946,0.010446238519308244,0.003755348561741508
