,ABIC,log(Lambda),dE,dN,dU
0,1836.1239272357457,-1.0,0.0075881324443520335,0.009759263888773434,0.004604263215265971
1,1974.9625120176572,-2.0,0.007980460088527935,0.011076337681351266,0.0047363524579343026
