,ABIC,log(Lambda),dE,dN,dU
0,2243.4014295183415,-1.0,-0.0031373620311506457,0.0002374245336758398,-0.00019542185103720825
1,2341.279545954002,-2.0,-0.0033123606433517884,0.00047379769182316796,0.0010813088900629637
