,ABIC,log(Lambda),dE,dN,dU
0,2032.1277686651806,-1.0,0.0054950532936141015,-0.006649990105405524,-0.0033062565993669476
1,2183.392585458822,-2.0,0.006258617153746482,-0.007030420182532632,-0.005017867681851086
