# cfgfile = demo_res/IMAG//lambda/IMAG.2006.kaiyo_k4_L-01.0-res.dat
,SET,LN,MT,TT,ResiTT,TakeOff,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1,dV0,gradV1e,gradV1n,gradV2e,gradV2n,dV,LogResidual
0,S01,L01,M01,1.49072,1.2741317474866443e-05,26.565293281812757,6.149503354617264e-06,False,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.00826,999.99753,-0.01568,0.0,0.0,0.0,0.00967223314568969,-0.038930521579057485,0.00331952477187072,0.0019065703114670262,-0.007128031132032699,0.009224255031925895,8.547089644511674e-06
1,S01,L01,M02,1.982327,2.183499542416126e-05,47.73147627557313,9.104352681783271e-06,False,4.667094,0.0,980.0,0.0,0.0,0.0,0.0,4.667094,0.0113,979.99426,-0.02423,0.0,0.0,0.0,0.009657138386077723,-0.038858257282009014,0.003310384739951979,0.0019167453931305015,-0.007117041954292562,0.013656529022674906,1.1014830259670205e-05
2,S01,L01,M03,2.359513,2.210941840190957e-05,55.59179181935606,1.0774281570658025e-05,False,9.334187,0.0,960.0,0.0,0.0,0.0,0.0,9.334187,0.01258,959.99595,-0.01798,0.0,0.0,0.0,0.009642017490968652,-0.038785992968471426,0.003301242482448046,0.001926920515169248,-0.0071060525691895166,0.016161422355987037,9.370331251368214e-06
3,S01,L01,M04,1.956196,1.762455493335406e-05,47.03141614226902,7.72225747019685e-06,False,14.001281,0.0,950.0,0.0,0.0,0.0,0.0,14.001281,0.01017,949.9942,-0.01248,0.0,0.0,0.0,0.009626868123640855,-0.038713728612054715,0.0032920976675375135,0.0019370955990555083,-0.007095062963938284,0.011583386205295275,9.009605854093383e-06
4,S01,L01,M01,1.451387,2.1664568469216122e-05,23.267982115170412,5.947134048177083e-06,False,18.668374,0.0,930.0,0.0,0.0,0.0,0.0,18.668374,0.01194,929.99527,-0.02276,0.0,0.0,0.0,0.00961168796034519,-0.038641464248304114,0.0032829499712356807,0.001947270557540835,-0.007084073135172319,0.008920701072265625,1.4926803443338077e-05
5,S01,L01,M02,1.922086,1.5785508777172958e-05,46.07730578573555,8.901813369264526e-06,False,23.335468,0.0,910.0,0.0,0.0,0.0,0.0,23.335468,0.00846,909.99501,-0.01722,0.0,0.0,0.0,0.009596474664334635,-0.03856919985082961,0.003273799061718809,0.001957445312097398,-0.007073083070106151,0.013352720053896788,8.212696402332131e-06
6,S01,L01,M03,2.293952,1.5929852154956648e-05,54.46247642733972,1.0566114197177029e-05,False,28.002562,0.0,900.0,0.0,0.0,0.0,0.0,28.002562,0.009,899.99311,-0.01113,0.0,0.0,0.0,0.009581225908616178,-0.03849693543969262,0.003264644613042916,0.0019676197776568962,-0.007062092763018553,0.015849171295765543,6.944283121423922e-06
7,S01,L01,M04,1.897096,1.9735171539786793e-05,45.34533901190693,7.493951583365232e-06,False,32.669655,0.0,880.0,0.0,0.0,0.0,0.0,32.669655,0.00911,879.99127,-0.01272,0.0,0.0,0.0,0.00956593936622718,-0.038424671034954574,0.0032554862992670458,0.001977793869151272,-0.007051102208188485,0.011240927375047848,1.0402832297251585e-05
8,S01,L01,M01,1.417122,3.316205861909393e-05,19.79918331737906,5.747884766353939e-06,False,37.336749,0.0,860.0,0.0,0.0,0.0,0.0,37.336749,0.0089,859.99432,-0.0282,0.0,0.0,0.0,0.009550612700375057,-0.03835240661022547,0.0032463237885629196,0.001987967508052329,-0.0070401113928301885,0.008621827149530909,2.3400990612730543e-05
9,S01,L01,M02,1.872621,2.7594265091888772e-05,44.60105809827476,8.723834476646231e-06,False,42.003843,0.0,850.0,0.0,0.0,0.0,0.0,42.003843,0.00702,849.99091,-0.02427,0.0,0.0,0.0,0.009535243584088832,-0.03828014218556672,0.0032371567549887162,0.0019981406092919227,-0.007029120311222574,0.013085751714969347,1.4735637959784054e-05
10,S01,L01,M03,2.218661,1.0483236268937577e-05,53.0612737202908,1.0338857552676995e-05,False,46.670936,0.0,830.0,0.0,0.0,0.0,0.0,46.670936,0.00963,829.98679,-0.00663,0.0,0.0,0.0,0.009519829690433903,-0.03820787778103975,0.003227984872606497,0.0020083130878023677,-0.007018128957644784,0.015508286329015492,4.725028415308863e-06
11,S01,L01,M04,1.840813,-6.205909255473541e-06,43.587856488141426,7.2686220459802005e-06,False,51.33803,0.0,810.0,0.0,0.0,0.0,0.0,51.33803,0.00628,809.98727,0.00567,0.0,0.0,0.0,0.00950436868256311,-0.038135613370254555,0.0032188078095821654,0.002018484865054776,-0.007007137319310707,0.0109029330689703,-3.3712871733704297e-06
12,S01,L01,M01,1.392044,-9.050374646567249e-07,16.699205451803294,5.5729831691229935e-06,False,56.005123,0.0,800.0,0.0,0.0,0.0,0.0,56.005123,0.00383,799.98983,-6e-05,0.0,0.0,0.0,0.009488858236860832,-0.03806334898875635,0.003209625241944831,0.002028655853802113,-0.006996145392854657,0.00835947475368449,-6.50150041706099e-07
13,S01,L01,M02,1.817647,1.0975894382858058e-05,42.81528506045427,8.526994363587973e-06,False,60.672217,0.0,780.0,0.0,0.0,0.0,0.0,60.672217,0.00042,779.98728,-0.00467,0.0,0.0,0.0,0.009473296016438542,-0.03799108461015517,0.003200436837855822,0.002038825975514854,-0.006985153165490284,0.01279049154538196,6.0385181406830135e-06
14,S01,L01,M03,2.144802,8.878939260216272e-06,51.56276940061136,1.011460620132146e-05,False,65.339311,0.0,760.0,0.0,0.0,0.0,0.0,65.339311,0.00133,759.99624,-0.00125,0.0,0.0,0.0,0.009457679694371977,-0.03791882025451241,0.003191242271378339,0.0020489951451254725,-0.006974160631496784,0.01517190930198219,4.139747753040268e-06
15,S01,L01,M04,1.795046,-9.964748379417202e-06,42.03078702190166,7.067403910268924e-06,False,70.006404,0.0,750.0,0.0,0.0,0.0,0.0,70.006404,0.00087,749.99196,0.00895,0.0,0.0,0.0,0.00944200694378326,-0.03784655594188947,0.0031820412165808696,0.002059163277567261,-0.00696316778515363,0.010601105865403386,-5.551249594393237e-06
16,S01,L01,M01,1.368153,8.222592691010721e-06,12.952902668989537,5.379183279849196e-06,False,74.673498,0.0,730.0,0.0,0.0,0.0,0.0,74.673498,0.0061,729.99314,-0.00888,0.0,0.0,0.0,0.009426275427714287,-0.037774291645896386,0.0031728333416168133,0.0020693302943094673,-0.006952174613674066,0.008068774919773794,6.0099950012978964e-06
17,S01,L01,M02,1.765897,4.6884689253475045e-07,40.97092018215395,8.332829546509536e-06,False,79.340592,0.0,710.0,0.0,0.0,0.0,0.0,79.340592,0.0042,709.992,-0.00126,0.0,0.0,0.0,0.009410482819274849,-0.037702027386594575,0.0031636183205532332,0.002079496110285154,-0.0069411811113375,0.012499244319764303,2.655007016461042e-07
18,S01,L01,M03,2.082724,-4.832780676443456e-07,50.19437662564414,9.914012779586305e-06,False,84.007685,0.0,700.0,0.0,0.0,0.0,0.0,84.007685,0.00355,699.99117,0.00399,0.0,0.0,0.0,0.009394626791627076,-0.0376297631840454,0.0031543958274633114,0.00208966064042841,-0.006930187272423607,0.014871019169379458,-2.3204133992038578e-07
19,S01,L01,M04,1.744773,-1.2493096246538932e-05,40.165332836691874,6.847358940089953e-06,False,88.674779,0.0,680.0,0.0,0.0,0.0,0.0,88.674779,0.00522,679.99115,0.00917,0.0,0.0,0.0,0.00937870500773433,-0.037557499011858946,0.003145165530491264,0.0020998238062069417,-0.006919193084145215,0.01027103841013493,-7.1602989308861e-06
20,S01,L01,M01,1.350277,-3.368980686602966e-05,9.09024215073893,5.18815166435194e-06,False,93.341872,0.0,660.0,0.0,0.0,0.0,0.0,93.341872,0.00515,659.99094,0.02062,0.0,0.0,0.0,0.00936271514417846,-0.037485234905580325,0.0031359271056890133,0.0021099855203774043,-0.006908198543137727,0.00778222749652791,-2.4950293062852777e-05
21,S01,L01,M02,1.724324,-1.6111119033401536e-05,39.353894595342496,8.162246245639531e-06,False,98.008966,0.0,650.0,0.0,0.0,0.0,0.0,98.008966,0.00482,649.99214,0.0118,0.0,0.0,0.0,0.009346654863865473,-0.03741297083881968,0.0031266802211939483,0.0021201457044062967,-0.006897203636613668,0.012243369368459297,-9.343440695253058e-06
22,S01,L01,M03,2.011909,-4.2070699819327656e-06,48.492532086826174,9.694845608226115e-06,False,102.67606,0.0,630.0,0.0,0.0,0.0,0.0,102.67606,0.0048,629.99141,0.0054,0.0,0.0,0.0,0.009330521839971854,-0.037340706831638364,0.0031174245510809614,0.002130304273228011,-0.006886208358852802,0.014542268412339172,-2.0910836334708804e-06
23,S01,L01,M04,1.698152,-5.234668131995508e-06,38.26382823529724,6.630039608956117e-06,False,107.343153,0.0,610.0,0.0,0.0,0.0,0.0,107.343153,0.00542,609.99342,0.00343,0.0,0.0,0.0,0.009314313745736416,-0.0372684429040977,0.003108159769432472,0.0021404611417783236,-0.006875212704135197,0.009945059413434175,-3.082567480411358e-06
24,S01,L01,M01,1.339984,-8.786905815483775e-06,5.710517158913234,5.020415705006179e-06,False,112.010247,0.0,600.0,0.0,0.0,0.0,0.0,112.010247,0.00439,599.98585,0.00688,0.0,0.0,0.0,0.00929802824397165,-0.03719617902980787,0.0030988855443745736,0.0021506162315216557,-0.0068642166596729,0.007530623557509269,-6.557470697772343e-06
25,S01,L01,M02,1.679364,3.325183279219845e-06,37.44392422160385,7.973163798278841e-06,False,116.67734,0.0,580.0,0.0,0.0,0.0,0.0,116.67734,0.00642,579.98775,-0.00278,0.0,0.0,0.0,0.009281663011415272,-0.037123915244313875,0.0030896015519780145,0.0021607694552181244,-0.0068532202221021155,0.011959745697418261,1.9800253424628877e-06
26,S01,L01,M03,1.942997,-5.851427789542493e-06,46.66825078111458,9.478240727286769e-06,False,121.344434,0.0,560.0,0.0,0.0,0.0,0.0,121.344434,0.00828,559.98828,0.00492,0.0,0.0,0.0,0.009265215710812432,-0.03705165152122598,0.003080307460360656,0.0021709207343305905,-0.006842223378634553,0.014217361090930154,-3.011547516307278e-06
27,S01,L01,M04,1.661312,-1.921389979388638e-05,36.62321504038985,6.435737948032646e-06,False,126.011528,0.0,550.0,0.0,0.0,0.0,0.0,126.011528,0.00824,549.98949,0.01268,0.0,0.0,0.0,0.00924868401541879,-0.036979387880605494,0.003071002943606977,0.002181069983795221,-0.006831226123550374,0.009653606922048969,-1.1565497506721423e-05
28,S01,L01,M01,1.333929,-1.639232301879463e-05,1.7184047833418674,4.8343029946607264e-06,False,130.678621,0.0,530.0,0.0,0.0,0.0,0.0,130.678621,0.00621,529.98857,0.01049,0.0,0.0,0.0,0.009232065598562326,-0.03690712434251362,0.003061687675810391,0.002191217118549921,-0.006820228451130088,0.007251454491991089,-1.2288752264022018e-05
29,S01,L01,M02,1.638467,-1.952505894472125e-05,35.534771529503416,7.786596880816951e-06,False,135.345715,0.0,510.0,0.0,0.0,0.0,0.0,135.345715,0.00829,509.98219,0.01681,0.0,0.0,0.0,0.009215358122879703,-0.03683486088056073,0.003052361325075357,0.0022013620600549407,-0.006809230348584879,0.011679895321225427,-1.19166629201084e-05
