,ABIC,log(Lambda),dE,dN,dU
0,3731.599686289433,-2.0,0.18082633145644963,0.2469682815854294,-0.06406064580443768
1,3733.0393714083702,-1.0,0.18979053711886276,0.25643983994816216,-0.05035683732838453
