,ABIC,log(Lambda),dE,dN,dU
0,2107.216965527708,-1.0,-0.004249444104565937,0.00569802516279325,0.0031098916528353813
1,2166.626543606658,-2.0,-0.005330536159649918,0.004865146077231263,0.004469919608585862
