,ABIC,log(Lambda),dE,dN,dU
0,2283.658433122485,-1.0,0.007688666727788902,-0.004192416572228063,0.006084380547271611
1,2642.54483667502,-2.0,0.008281519337015654,-0.004251765164303417,0.006320397349245696
