,ABIC,log(Lambda),dE,dN,dU
0,1788.8416011180975,-1.0,0.007521918343874781,0.0006736846843629606,-0.00701611103439733
1,1846.207778484093,-2.0,0.008050645361438135,0.00154621264514659,-0.006639471137885072
