# cfgfile = demo_prep/IMAG/IMAG.2008.kaiyo_k4-res.dat
,SET,LN,MT,TT,ResiTT,TakeOff,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1,dV0,gradV1e,gradV1n,gradV2e,gradV2n,dV,LogResidual
0,S01,L01,M01,1.490692,-7.13931874644185e-07,26.564786665966352,5.206026863025238e-06,False,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.00196,1000.00181,0.01942,0.0,0.0,0.0,0.009028352824383752,0.01690052428451034,-0.000573043505640861,0.00721657649506725,-0.001475307968618379,0.0078090402945378565,-4.78926481556341e-07
1,S01,L01,M02,1.982303,4.077444342468241e-06,47.73025908713552,7.972806184466265e-06,False,4.667094,0.0,980.0,0.0,0.0,0.0,0.0,4.667094,0.00422,980.00368,0.01931,0.0,0.0,0.0,0.008841614979980877,0.0168758361388449,-0.0005962835991710274,0.00722153643054225,-0.0014757394069901057,0.011959209276699398,2.056922853099774e-06
2,S01,L01,M03,2.359493,3.362483125889478e-06,55.59091718287148,5.926081461131731e-06,False,9.334187,0.0,960.0,0.0,0.0,0.0,0.0,9.334187,0.00376,960.01016,0.01995,0.0,0.0,0.0,0.008654824314086075,0.016851147924385218,-0.0006195268715767499,0.007226496770727224,-0.0014761701474419232,0.008889122191697596,1.4250871377408103e-06
3,S01,L01,M04,1.956163,-2.568215297410278e-06,47.03117671754546,2.8882500677846055e-06,False,14.001281,0.0,950.0,0.0,0.0,0.0,0.0,14.001281,0.00494,950.00593,0.01719,0.0,0.0,0.0,0.008467987796657691,0.01682645963762751,-0.0006427729035683766,0.007231457438753593,-0.0014766002546194327,0.0043323751016769085,-1.31288409882524e-06
4,S01,L01,M01,1.451357,2.3174377739389557e-06,23.267668735464866,4.675807779179301e-06,False,18.668374,0.0,930.0,0.0,0.0,0.0,0.0,18.668374,0.00307,930.00959,0.01238,0.0,0.0,0.0,0.008281112557763391,0.01680177129622741,-0.000666021255934213,0.007236418353501355,-0.0014770297927993177,0.007013711668768952,1.5967386204351897e-06
5,S01,L01,M02,1.922061,-1.4073792593665453e-07,46.07617996467559,7.451994558358704e-06,False,23.335468,0.0,910.0,0.0,0.0,0.0,0.0,23.335468,0.00772,910.00829,0.0166,0.0,0.0,0.0,0.00809420556732528,0.01677708289668107,-0.0006892715093867834,0.007241379438102181,-0.0014774588266266645,0.011177991837538056,-7.322240341833819e-08
6,S01,L01,M03,2.293929,-1.1957131109792397e-06,54.4616461161104,5.3967189539510714e-06,False,28.002562,0.0,900.0,0.0,0.0,0.0,0.0,28.002562,0.00961,900.00293,0.0181,0.0,0.0,0.0,0.00790727391538596,0.016752394451354274,-0.0007125232296947664,0.007246340612498897,-0.0014778874204704072,0.008095078430926607,-5.212511420271682e-07
7,S01,L01,M04,1.897052,-1.724752659497144e-05,45.34504040452117,2.358055688466054e-06,False,32.669655,0.0,880.0,0.0,0.0,0.0,0.0,32.669655,0.00738,880.00521,0.02362,0.0,0.0,0.0,0.007720324692009155,0.016727705972612843,-0.0007357759826255817,0.007251301796634246,-0.0014783156386998547,0.0035370835326990814,-9.091752147527554e-06
8,S01,L01,M01,1.417075,-1.0383713717962391e-05,19.79872776774664,4.153940824123956e-06,False,37.336749,0.0,860.0,0.0,0.0,0.0,0.0,37.336749,0.00876,860.00818,0.01712,0.0,0.0,0.0,0.007533364867085284,0.016703017456952886,-0.0007590293488936414,0.007256262913640025,-0.0014787435459595304,0.006230911236185933,-7.3275682077253435e-06
9,S01,L01,M02,1.872584,-8.04285469661065e-06,44.599734929890445,6.934354517752548e-06,False,42.003843,0.0,850.0,0.0,0.0,0.0,0.0,42.003843,0.00812,850.00718,0.0216,0.0,0.0,0.0,0.007346401530675055,0.016678328916740207,-0.0007822828942665417,0.00726122388345897,-0.0014791712066186697,0.010401531776628822,-4.29505682875142e-06
