# cfgfile = demo_prep/IMAG/IMAG.2011.kaiyo_k4-res.dat
,SET,LN,MT,TT,ResiTT,TakeOff,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1,dV0,gradV1e,gradV1n,gradV2e,gradV2n,dV,LogResidual
0,S01,L01,M01,1.490759,1.813019953556975e-05,26.566292544815553,-2.1424912377303618e-05,False,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,-0.00063,999.99873,-0.05163,0.0,0.0,0.0,-0.034909833760277356,-0.03691134266660857,2.9015031658742216e-05,-0.004668598522146719,0.005894771031376636,-0.03213736856595543,1.2161724018147635e-05
1,S01,L01,M02,1.982356,-1.698651315594053e-05,47.732886375446924,-2.5006062733709257e-05,False,4.667094,0.0,980.0,0.0,0.0,0.0,0.0,4.667094,8e-05,980.00037,-0.04646,0.0,0.0,0.0,-0.03496792739280474,-0.03687283600029809,1.4938893579163548e-05,-0.004704042024420036,0.0058858846003266956,-0.03750909410056388,-8.568850981327536e-06
2,S01,L01,M03,2.359559,-1.6931756426661492e-05,55.593010146290396,-2.544486589908035e-05,False,9.334187,0.0,960.0,0.0,0.0,0.0,0.0,9.334187,-0.0007,960.00418,-0.05238,0.0,0.0,0.0,-0.035026014915830114,-0.03683432940019933,8.591497925632112e-07,-0.004739486898314822,0.005876999761249185,-0.03816729884862052,-7.175813966364686e-06
3,S01,L01,M04,1.956247,1.1972926237182711e-05,47.03200413120422,-2.1941750955149006e-05,False,14.001281,0.0,950.0,0.0,0.0,0.0,0.0,14.001281,-0.00098,950.00301,-0.04996,0.0,0.0,0.0,-0.03508408958596862,-0.036795822841725806,-1.3223334122136499e-05,-0.0047749328821375,0.005868116124607085,-0.03291262643272351,6.120355066197014e-06
4,S01,L01,M01,1.451419,1.504094051238476e-05,23.269069350766756,-2.162744431386096e-05,False,18.668374,0.0,930.0,0.0,0.0,0.0,0.0,18.668374,-0.00295,930.00374,-0.04946,0.0,0.0,0.0,-0.03514214461005818,-0.03675731633329373,-2.7307680517839492e-05,-0.004810379683815562,0.005859233308477854,-0.03244116647079144,1.036292105338621e-05
5,S01,L01,M02,1.922103,-3.695566604567747e-05,46.07864798800401,-2.5242595859131604e-05,False,23.335468,0.0,910.0,0.0,0.0,0.0,0.0,23.335468,0.00029,910.00473,-0.02987,0.0,0.0,0.0,-0.03520017324470001,-0.03671880985031665,-4.139302381759574e-05,-0.004845827041656255,0.005850350923325339,-0.03786389378869741,-1.922668350534673e-05
6,S01,L01,M03,2.293989,-3.31108950579009e-05,54.463646193254405,-2.5621202673473372e-05,False,28.002562,0.0,900.0,0.0,0.0,0.0,0.0,28.002562,-6e-05,900.00386,-0.03761,0.0,0.0,0.0,-0.03525816870917416,-0.03668030339296013,-5.547848939107249e-05,-0.004881274671181717,0.005841468585323257,-0.038431804010210055,-1.4433763657062393e-05
7,S01,L01,M04,1.897131,-6.182046939943149e-06,45.34586782934474,-2.2081218130430203e-05,False,32.669655,0.0,880.0,0.0,0.0,0.0,0.0,32.669655,0.00216,880.00445,-0.04037,0.0,0.0,0.0,-0.035316124222789076,-0.036641796961389625,-6.956320260783211e-05,-0.004916722287913844,0.0058325859106452774,-0.033121827195645305,-3.258629446223349e-06
8,S01,L01,M01,1.417135,9.611653157797905e-07,19.80034298809079,-2.1824484797028686e-05,False,37.336749,0.0,860.0,0.0,0.0,0.0,0.0,37.336749,-0.00202,860.00926,-0.04258,0.0,0.0,0.0,-0.03537403304210339,-0.03660329053101879,-8.364629789108188e-05,-0.004952169630160243,0.005823702509755317,-0.032736727195543026,6.78245414713341e-07
9,S01,L01,M02,1.872635,-3.0365505350472245e-05,44.60252152498208,-2.5474161551989485e-05,False,42.003843,0.0,850.0,0.0,0.0,0.0,0.0,42.003843,-0.00034,850.01057,-0.03447,0.0,0.0,0.0,-0.03543188838641626,-0.0365647841020131,-9.772690061013025e-05,-0.004987616413442778,0.005814817998826928,-0.03821124232798423,-1.6215389197826724e-05
10,S01,L01,M03,2.218693,-4.897705394709249e-05,53.06245840048568,-2.579183603569745e-05,False,46.670936,0.0,830.0,0.0,0.0,0.0,0.0,46.670936,-0.00078,830.00791,-0.0234,0.0,0.0,0.0,-0.0354896834750727,-0.036526277674538074,-0.00011180413613642193,-0.0050230623532838015,0.005805931994034629,-0.03868775405354617,-2.2074732262233887e-05
11,S01,L01,M04,1.84085,-2.830850862270779e-05,43.58853628779306,-2.221484640915627e-05,False,51.33803,0.0,810.0,0.0,0.0,0.0,0.0,51.33803,-0.00042,810.00801,-0.02571,0.0,0.0,0.0,-0.035547411564562564,-0.03648777122400731,-0.00012587713888995977,-0.005058507187990195,0.005797044105840896,-0.033322269613734405,-1.5377955087436668e-05
12,S01,L01,M01,1.392058,-2.4758690795023874e-05,16.700513828775655,-2.2016608650231517e-05,False,56.005123,0.0,800.0,0.0,0.0,0.0,0.0,56.005123,-0.00154,800.00661,-0.02301,0.0,0.0,0.0,-0.03560506586187225,-0.03644926475883697,-0.0001399450312277107,-0.005093950625489937,0.005788153952325013,-0.03302491297534728,-1.778567473124243e-05
13,S01,L01,M02,1.817659,-3.8662852500277236e-05,42.81681553929039,-2.5699526532436066e-05,False,60.672217,0.0,780.0,0.0,0.0,0.0,0.0,60.672217,-0.00026,780.00379,-0.02308,0.0,0.0,0.0,-0.035662639623431316,-0.036410758254440644,-0.0001540069475656735,-0.005129392404088844,0.005779261143947685,-0.0385492897986541,-2.1270685260699196e-05
14,S01,L01,M03,2.144833,-3.651384846549552e-05,51.56408124360752,-2.5956485226014666e-05,False,65.339311,0.0,760.0,0.0,0.0,0.0,0.0,65.339311,0.00116,760.00711,-0.03181,0.0,0.0,0.0,-0.03572012606859984,-0.03637225171098385,-0.00016806201327629404,-0.005164832239309528,0.005770365296883863,-0.038934727839022,-1.7024098596718495e-05
15,S01,L01,M04,1.795096,-8.813640276889191e-06,42.03164848725174,-2.234362624380948e-05,False,70.006404,0.0,750.0,0.0,0.0,0.0,0.0,70.006404,-0.0019,750.00879,-0.03659,0.0,0.0,0.0,-0.03577751841681273,-0.03633374512863211,-0.0001821093537378894,-0.005200269846676272,0.005761466027311112,-0.033515439365714224,-4.909843416112114e-06
16,S01,L01,M01,1.368178,4.817478811630924e-06,12.954119078050013,-2.2202028105956248e-05,False,74.673498,0.0,730.0,0.0,0.0,0.0,0.0,74.673498,-0.00108,730.00381,-0.04074,0.0,0.0,0.0,-0.03583480992438728,-0.036295238482798975,-0.00019614810335765132,-0.005235704964492388,0.005752562945686229,-0.03330304215893437,3.521090685298933e-06
17,S01,L01,M02,1.765938,7.204687124679884e-07,40.972882901176945,-2.59186324322747e-05,False,79.340592,0.0,710.0,0.0,0.0,0.0,0.0,79.340592,-0.00121,710.00139,-0.05139,0.0,0.0,0.0,-0.03589199381073753,-0.03625673177365,-0.000210177387512149,-0.005271137308281655,0.005743655668185998,-0.03887794864841205,4.0798075157111313e-07
18,S01,L01,M03,2.08279,6.452909435318033e-06,50.196191522963005,-2.6116240751943496e-05,False,84.007685,0.0,700.0,0.0,0.0,0.0,0.0,84.007685,-0.00171,700.00233,-0.05933,0.0,0.0,0.0,-0.03594906329536975,-0.036218225001350746,-0.00022419633158606424,-0.0053065665935702255,0.005734743810990803,-0.039174361127915246,3.0982045406968695e-06
19,S01,L01,M04,1.744843,2.315045655082123e-05,40.16634289169383,-2.2465248536510873e-05,False,88.674779,0.0,680.0,0.0,0.0,0.0,0.0,88.674779,0.00122,680.00235,-0.05387,0.0,0.0,0.0,-0.036006011634462876,-0.036179718141314675,-0.00023820406997441992,-0.005341992558657848,0.005725826984552045,-0.03369787280476631,1.3267931012028722e-05
20,S01,L01,M01,1.350334,2.671686434144156e-05,9.091817903848664,-2.238099927485254e-05,False,93.341872,0.0,660.0,0.0,0.0,0.0,0.0,93.341872,-0.00149,660.00766,-0.05682,0.0,0.0,0.0,-0.03606283203533743,-0.03614121120195811,-0.00025219972506215066,-0.005377414911480584,0.005716904806961404,-0.03357149891227881,1.9785374834256977e-05
21,S01,L01,M02,1.724373,3.327622937399202e-06,39.35622482162873,-2.6133014483263725e-05,False,98.008966,0.0,650.0,0.0,0.0,0.0,0.0,98.008966,0.00205,650.00922,-0.05749,0.0,0.0,0.0,-0.03611951775406561,-0.036102704158694446,-0.00026618243123429974,-0.005412833390335213,0.005707976888665862,-0.03919952172489559,1.9297582004584868e-06
22,S01,L01,M03,2.01197,-1.6514632402693798e-06,48.494378903618156,-2.6268312386820672e-05,False,102.67606,0.0,630.0,0.0,0.0,0.0,0.0,102.67606,0.00119,630.00647,-0.05323,0.0,0.0,0.0,-0.0361760620101804,-0.03606419701168931,-0.00028015131387804364,-0.0054482477107486325,0.00569904284584691,-0.039402468580231005,-8.208190183101038e-07
23,S01,L01,M04,1.698194,-6.683324882460167e-06,38.26452207260763,-2.2580187560144513e-05,False,107.343153,0.0,610.0,0.0,0.0,0.0,0.0,107.343153,0.00236,610.0058,-0.03696,0.0,0.0,0.0,-0.03623245802333597,-0.03602568976110836,-0.0002941054983924069,-0.005483657588251302,0.005690102294691279,-0.03387028134021677,-3.9355485194625395e-06
24,S01,L01,M01,1.340009,1.3540499492908911e-06,5.7120816802718934,-2.2555327243416864e-05,False,112.010247,0.0,600.0,0.0,0.0,0.0,0.0,112.010247,1e-05,600.00851,-0.04001,0.0,0.0,0.0,-0.03628869904942266,-0.035987182382364875,-0.00030804411914466055,-0.005519062761134651,0.0056811548456380786,-0.0338329908651253,1.0104782499900308e-06
25,S01,L01,M02,1.67939,-1.0751725326903957e-05,37.44590592698506,-2.6339141049495485e-05,False,116.67734,0.0,580.0,0.0,0.0,0.0,0.0,116.67734,0.00457,580.00692,-0.04493,0.0,0.0,0.0,-0.036344778296064105,-0.03594867488387538,-0.00032196629854935893,-0.005554462937343654,0.00567220011679211,-0.039508711574243224,-6.402161098317816e-06
26,S01,L01,M03,1.943057,4.920000694462656e-07,46.67012997721551,-2.6413447448072398e-05,False,121.344434,0.0,560.0,0.0,0.0,0.0,0.0,121.344434,0.00335,560.00255,-0.05312,0.0,0.0,0.0,-0.036400689019014894,-0.03591016724105305,-0.0003358711709600581,-0.005589857855165587,0.005663237718586408,-0.039620171172108594,2.532092828189114e-07
27,S01,L01,M04,1.661374,1.2446843162323016e-05,36.624088135124765,-2.2690478591167278e-05,False,126.011528,0.0,550.0,0.0,0.0,0.0,0.0,126.011528,-0.00011,550.00376,-0.04574,0.0,0.0,0.0,-0.036456424437963174,-0.03587165945406359,-0.0003497578617792111,-0.005625247230131948,0.005654267267209228,-0.034035717886750916,7.491897166034267e-06
28,S01,L01,M01,1.333958,1.048390402325947e-06,1.7197467433310294,-2.27209627469817e-05,False,130.678621,0.0,530.0,0.0,0.0,0.0,0.0,130.678621,-1e-05,530.00562,-0.03715,0.0,0.0,0.0,-0.03651197777274732,-0.03583315152307284,-0.0003636254964248542,-0.005660630777778988,0.005645288378855724,-0.03408144412047255,7.85924596071201e-07
29,S01,L01,M02,1.638493,-3.347448117853269e-05,35.53682690131586,-2.6538087819039112e-05,False,135.345715,0.0,510.0,0.0,0.0,0.0,0.0,135.345715,0.00269,510.00591,-0.0226,0.0,0.0,0.0,-0.03656734227889653,-0.03579464342349378,-0.00037747320922716887,-0.0056960082363868535,0.005636300663948575,-0.03980713172855867,-2.043004222693212e-05
30,S01,L01,M03,1.885651,-2.0159997896323426e-05,45.001632383810346,-2.655391755331805e-05,False,140.012809,0.0,500.0,0.0,0.0,0.0,0.0,140.012809,5e-05,500.00569,-0.03536,0.0,0.0,0.0,-0.03662251117620946,-0.0357561351554922,-0.00039130012560001587,-0.005731379321490519,0.005627303738681091,-0.039830876329977075,-1.0691266780715747e-05
31,S01,L01,M04,1.622324,-5.880229263055955e-06,34.72649923944823,-2.2791621772230124e-05,False,144.679902,0.0,480.0,0.0,0.0,0.0,0.0,144.679902,-0.00125,480.00483,-0.0339,0.0,0.0,0.0,-0.03667747768465243,-0.035717626719234084,-0.0004051053709750789,-0.005766743748630423,0.005618297219254475,-0.03418743265834519,-3.624571456167791e-06
32,S01,L01,M01,1.334436,2.232760466600471e-05,2.28928910643927,-2.287930579973917e-05,False,149.346996,0.0,460.0,0.0,0.0,0.0,0.0,149.346996,-0.00333,460.00455,-0.04865,0.0,0.0,0.0,-0.036732235059503154,-0.03567911809013216,-0.0004188880796558041,-0.0058021012560785165,0.0056092807160795614,-0.034318958699608756,1.6731866246117995e-05
33,S01,L01,M02,1.606965,9.18856887144182e-06,33.930271951325636,-2.673250551906528e-05,False,154.014089,0.0,450.0,0.0,0.0,0.0,0.0,154.014089,-0.00033,450.00179,-0.05095,0.0,0.0,0.0,-0.03678677650902109,-0.035640609276603494,-0.00043264737412355894,-0.0058374515518002015,0.005600253847290747,-0.04009875827859792,5.717964530305153e-06
34,S01,L01,M03,1.820863,2.586490750205814e-06,42.92454702747713,-2.668466078510567e-05,False,158.681183,0.0,430.0,0.0,0.0,0.0,0.0,158.681183,-0.00353,429.99943,-0.04412,0.0,0.0,0.0,-0.03684109528830178,-0.03560210025406071,-0.0004463823886620979,-0.005872794374061375,0.005591216223290147,-0.040026991177658504,1.4204752088464723e-06
35,S01,L01,M04,1.587828,6.574384012315371e-06,32.887251792746156,-2.2885313846730294e-05,False,163.348277,0.0,410.0,0.0,0.0,0.0,0.0,163.348277,-0.00168,410.0024,-0.03901,0.0,0.0,0.0,-0.03689518461735711,-0.03556359102266978,-0.0004600922487080279,-0.005908129438403987,0.005582167460281146,-0.03432797077009544,4.140488776060991e-06
36,S01,L01,M01,1.340016,1.3878101603601995e-05,5.709534746472457,-2.3033383817562024e-05,False,168.01537,0.0,400.0,0.0,0.0,0.0,0.0,168.01537,0.00021,399.99621,-0.04032,0.0,0.0,0.0,-0.036949037716395544,-0.03552508158259688,-0.00047377607971951525,-0.005943456460376642,0.005573107174476674,-0.034550075726343034,1.035666857977964e-05
37,S01,L01,M02,1.574497,4.390940247715529e-06,32.13154480148626,-2.6916725241604023e-05,False,172.682464,0.0,380.0,0.0,0.0,0.0,0.0,172.682464,-0.00486,379.99968,-0.04079,0.0,0.0,0.0,-0.03700264784021768,-0.03548657190925433,-0.0004874330159479757,-0.005978775178235257,0.005564034976264524,-0.04037508786240603,2.788789211866094e-06
38,S01,L01,M03,1.758621,-9.030359131828981e-06,40.697127307380555,-2.680767550089159e-05,False,177.349558,0.0,360.0,0.0,0.0,0.0,0.0,177.349558,-0.00577,359.99889,-0.03222,0.0,0.0,0.0,-0.03705600820898068,-0.035448062002808256,-0.0005010621828459053,-0.006014085307526683,0.005554950481855115,-0.040211513251337386,-5.134909188408976e-06
39,S01,L01,M04,1.56208,-8.131478252052595e-06,31.396834448455536,-2.2974702237242603e-05,False,182.016651,0.0,350.0,0.0,0.0,0.0,0.0,182.016651,-0.00468,349.99955,-0.0268,0.0,0.0,0.0,-0.03710911204305577,-0.03540955186342498,-0.0005146627058896003,-0.00604938656380513,0.005545853307469405,-0.03446205335586391,-5.205545331898875e-06
40,S01,L01,M01,1.352485,-1.6895959610121007e-06,9.646755247889246,-2.3176802056722717e-05,False,186.683745,0.0,330.0,0.0,0.0,0.0,0.0,186.683745,-0.00664,330.00435,-0.0292,0.0,0.0,0.0,-0.03716195259692241,-0.03537104146651654,-0.0005282337192947764,-0.006084678685315479,0.005536743063479381,-0.03476520308508407,-1.2492530127965196e-06
41,S01,L01,M02,1.546977,-1.0134815362814905e-05,30.470476004437472,-2.709310220372371e-05,False,191.350838,0.0,310.0,0.0,0.0,0.0,0.0,191.350838,-0.00329,310.00366,-0.03023,0.0,0.0,0.0,-0.037214523079661534,-0.03533253082050075,-0.0005417743456335198,-0.006119961380051155,0.005527619368059613,-0.04063965330558557,-6.551367837281941e-06
42,S01,L01,M03,1.70754,-2.091784052608514e-06,38.66159874857203,-2.692639842892074e-05,False,196.017932,0.0,300.0,0.0,0.0,0.0,0.0,196.017932,-0.00784,300.00457,-0.03588,0.0,0.0,0.0,-0.03726681674552405,-0.03529401990078944,-0.0005552837190958786,-0.006155234386249083,0.005518481831570722,-0.040389597643381105,-1.2250278486058974e-06
43,S01,L01,M04,1.536794,1.8557155918556297e-05,29.815457643382047,-2.305306633353696e-05,False,200.685026,0.0,280.0,0.0,0.0,0.0,0.0,200.685026,-0.00914,280.00801,-0.04494,0.0,0.0,0.0,-0.037318826814938325,-0.035255508707548955,-0.0005687609651645653,-0.006190497419465461,0.0055093300702365065,-0.034579599500305445,1.2075239699371743e-05
44,S01,L01,M01,1.371219,4.323987694056122e-06,13.494369739582424,-2.3312280900358502e-05,False,205.352119,0.0,260.0,0.0,0.0,0.0,0.0,205.352119,-0.01032,260.00961,-0.03346,0.0,0.0,0.0,-0.03737054650857576,-0.03521699724094592,-0.0005822052093498287,-0.0062257501952650346,0.005500163700292956,-0.03496842135053775,3.153389570926396e-06
45,S01,L01,M02,1.527559,5.454347181691984e-06,29.208174628927566,-2.7265196641803922e-05,False,210.019213,0.0,250.0,0.0,0.0,0.0,0.0,210.019213,-0.00982,250.00421,-0.03771,0.0,0.0,0.0,-0.03742196908032273,-0.03517848547639181,-0.0005956155858004141,-0.006260992451871911,0.005490982332082408,-0.04089779496270588,3.5706294694293206e-06
46,S01,L01,M03,1.650851,1.001640446202637e-05,36.131343739716726,-2.703352078010615e-05,False,214.686306,0.0,230.0,0.0,0.0,0.0,0.0,214.686306,-0.01143,230.00461,-0.03986,0.0,0.0,0.0,-0.03747308773986773,-0.035139973422305036,-0.0006089912171572457,-0.006296223897300884,0.005481785583809906,-0.04055028117015922,6.067418841571026e-06
47,S01,L01,M04,1.516826,2.319615257278263e-05,28.471262365275948,-2.312330428078331e-05,False,219.3534,0.0,210.0,0.0,0.0,0.0,0.0,219.3534,-0.00994,210.00293,-0.04424,0.0,0.0,0.0,-0.03752389574083959,-0.03510146105409678,-0.0006223312375396653,-0.006331444269766914,0.00547257306580477,-0.034684956421174966,1.5292559972457376e-05
48,S01,L01,M01,1.392064,2.5932765616619116e-06,16.698015613435302,-2.344384008589646e-05,False,224.020494,0.0,200.0,0.0,0.0,0.0,0.0,224.020494,-0.0105,200.00555,-0.03038,0.0,0.0,0.0,-0.03757438630397408,-0.035062948371933744,-0.0006356347724652723,-0.006366653284837033,0.005463344394306242,-0.03516576012884469,1.862900385084243e-06
49,S01,L01,M02,1.509937,-2.021885631790417e-06,27.988881283681565,-2.7425338551496366e-05,False,228.687587,0.0,180.0,0.0,0.0,0.0,0.0,228.687587,-0.01198,180.00505,-0.0295,0.0,0.0,0.0,-0.03762455265027911,-0.03502443537598285,-0.0006489009474829364,-0.006401850658088009,0.005454099185567413,-0.04113800782724455,-1.3390529749190971e-06
50,S01,L01,M03,1.597592,-7.90461196012222e-07,33.42659491439966,-2.713216716951399e-05,False,233.354681,0.0,160.0,0.0,0.0,0.0,0.0,233.354681,-0.01532,160.00428,-0.02797,0.0,0.0,0.0,-0.037674388032975334,-0.034985922041654925,-0.000662128896665094,-0.006437036127720202,0.0054448370498968324,-0.040698250754270984,-4.947828957657663e-07
51,S01,L01,M04,1.504095,-5.391644042935303e-06,27.564734889868674,-2.3189674288669328e-05,False,238.021775,0.0,150.0,0.0,0.0,0.0,0.0,238.021775,-0.00987,150.00281,-0.02533,0.0,0.0,0.0,-0.03772388567300045,-0.03494740836911683,-0.0006753177455525174,-0.006472209409307859,0.005435557603544008,-0.03478451143300399,-3.5846432857866706e-06
52,S01,L01,M01,1.421693,-7.882439295679079e-06,20.30330304022081,-2.3563113714436377e-05,False,242.688868,0.0,130.0,0.0,0.0,0.0,0.0,242.688868,-0.01017,130.0015,-0.01936,0.0,0.0,0.0,-0.0377730387915816,-0.034908894358535704,-0.0006884666197194893,-0.006507370218435664,0.005426260462773273,-0.035344670571654566,-5.544403254204022e-06
53,S01,L01,M02,1.497923,-2.1263302744693653e-05,27.11215435128875,-2.7576972868718214e-05,False,247.355962,0.0,110.0,0.0,0.0,0.0,0.0,247.355962,-0.00498,110.00258,-0.01508,0.0,0.0,0.0,-0.037821840641505296,-0.034870379985321956,-0.0007015746531881795,-0.006542518293288315,0.00541694523787093,-0.04136545930307732,-1.419519077061615e-05
54,S01,L01,M03,1.554941,-2.1975737350393988e-05,30.965423149356923,-2.722702310207172e-05,False,252.023055,0.0,100.0,0.0,0.0,0.0,0.0,252.023055,-0.00729,100.0038,-0.0163,0.0,0.0,0.0,-0.03787028443358308,-0.03483186525789507,-0.0007146409687290755,-0.006577653341920961,0.005407611547099382,-0.04084053465310758,-1.4132843207809165e-05
55,S01,L01,M04,1.494549,-5.345258524901961e-06,26.855139226924905,-2.3243323926683007e-05,False,256.690149,0.0,80.0,0.0,0.0,0.0,0.0,256.690149,-0.00819,79.99944,-0.02379,0.0,0.0,0.0,-0.03791836342029754,-0.034793350151665174,-0.0007276647003289686,-0.006612775102507264,0.005398259000729268,-0.034864985890024514,-3.5765026940581812e-06
56,S01,L01,M01,1.456714,-5.190530690447337e-06,23.748460869965214,-2.3673798080352965e-05,False,261.357243,0.0,60.0,0.0,0.0,0.0,0.0,261.357243,-0.00813,59.99876,-0.02188,0.0,0.0,0.0,-0.03796607082295178,-0.034754834666799454,-0.000740644973570986,-0.006647883290634666,0.0053888872150288395,-0.03551069712052945,-3.5631775972821966e-06
57,S01,L01,M02,1.49223,4.481749704905289e-06,26.680978582248542,-2.772470392693392e-05,False,266.024336,0.0,50.0,0.0,0.0,0.0,0.0,266.024336,-0.00674,49.99725,-0.03079,0.0,0.0,0.0,-0.03801339986316741,-0.0347163188034655,-0.0007535809140755027,-0.006682977621902248,0.005379495806282843,-0.04158705589040088,3.003390700431763e-06
