3.535894e-05,-5.579459e-07,-1.471709e-07,9.143082e-07,1.407467e-06,1.877979e-06,1.965627e-06,1.935984e-06,2.122971e-06,3.339872e-06,3.479443e-06,2.141035e-06,1.271016e-06,1.073085e-06,4.511147e-07,1.112593e-06,4.080250e-06,6.711100e-06,9.022020e-06,1.139729e-05,1.350731e-05,-2.201898e-04,-2.207372e-04,-2.212834e-04,-2.218350e-04,-2.223667e-04,-2.226783e-04,-2.226815e-04,-2.221548e-04,-2.212999e-04,-2.200880e-04,-2.187449e-04,-2.174879e-04,-2.162346e-04,-2.148708e-04,-2.133961e-04,-2.119180e-04,-2.105154e-04,-2.090956e-04,1.645668e-06,2.528319e-06,3.410199e-06,4.248134e-06,4.954693e-06,5.573531e-06,5.989046e-06,6.240895e-06,6.305342e-06,6.114287e-06,5.824694e-06,5.504671e-06,5.344567e-06,5.384518e-06,5.487224e-06,5.594857e-06,5.778816e-06,5.970413e-06,3.035594e-04,2.911571e-04,2.787356e-04,2.662481e-04,2.541600e-04,2.425072e-04,2.317128e-04,2.215140e-04,2.117995e-04,2.020926e-04,1.929578e-04,1.848205e-04,1.776214e-04,1.709514e-04,1.646598e-04,1.589036e-04,1.535136e-04,1.480928e-04,-2.532178e-05,-2.129792e-05,-1.728213e-05,-1.315127e-05,-8.570533e-06,-3.589092e-06,1.323044e-06,5.522090e-06,8.308062e-06,9.356911e-06,8.632849e-06,6.466972e-06,3.430325e-06,-2.961170e-07,-4.902513e-06,-1.019400e-05,-1.564774e-05,-2.107878e-05
-5.579459e-07,3.365880e-05,-8.817291e-08,2.832763e-06,1.995750e-06,1.754274e-06,1.211336e-06,4.132719e-07,4.876846e-07,1.587603e-06,1.944551e-06,2.034932e-06,6.023911e-07,-1.031868e-06,-3.168101e-06,-3.609399e-06,-2.792871e-06,7.890686e-08,5.128293e-06,1.010174e-05,1.487477e-05,6.163399e-06,6.331612e-06,6.501439e-06,6.665962e-06,6.849624e-06,7.220677e-06,7.723846e-06,8.315217e-06,8.797935e-06,8.908900e-06,8.636497e-06,8.003411e-06,7.154762e-06,6.125530e-06,4.839221e-06,3.355065e-06,1.817014e-06,2.893473e-07,-2.162053e-04,-2.150297e-04,-2.138308e-04,-2.124566e-04,-2.111039e-04,-2.096560e-04,-2.082503e-04,-2.069181e-04,-2.056795e-04,-2.045372e-04,-2.037159e-04,-2.030749e-04,-2.025914e-04,-2.023314e-04,-2.021838e-04,-2.020172e-04,-2.017981e-04,-2.015669e-04,-2.410448e-05,-2.024300e-05,-1.638829e-05,-1.243312e-05,-8.079069e-06,-3.358965e-06,1.277249e-06,5.214464e-06,7.811957e-06,8.757386e-06,8.025882e-06,5.936467e-06,3.047583e-06,-4.457947e-07,-4.721941e-06,-9.617817e-06,-1.465245e-05,-1.966567e-05,2.220291e-04,2.255876e-04,2.291344e-04,2.321896e-04,2.343297e-04,2.345469e-04,2.323784e-04,2.274327e-04,2.202928e-04,2.114559e-04,2.021306e-04,1.925603e-04,1.830246e-04,1.739202e-04,1.651888e-04,1.564297e-04,1.474817e-04,1.385320e-04
-1.471709e-07,-8.817291e-08,7.182285e-06,-5.942075e-05,-6.045830e-05,-6.123828e-05,-6.054434e-05,-6.089083e-05,-6.036366e-05,-6.120452e-05,-6.038979e-05,-5.936932e-05,-5.510657e-05,-5.188381e-05,-4.994791e-05,-4.889347e-05,-4.875429e-05,-4.920697e-05,-5.000960e-05,-5.101637e-05,-5.189475e-05,-4.730712e-06,-3.865263e-06,-2.999184e-06,-2.134242e-06,-1.262548e-06,-6.601206e-07,-4.643024e-07,-2.414193e-07,2.477993e-07,8.058304e-07,1.316646e-06,1.723707e-06,2.070512e-06,2.400023e-06,2.700360e-06,3.016674e-06,3.366895e-06,3.710222e-06,2.756072e-06,1.847147e-06,9.263565e-07,2.931058e-07,8.021530e-08,-7.432666e-08,-3.308494e-07,-6.961688e-07,-1.215284e-06,-1.653097e-06,-1.814990e-06,-1.779032e-06,-1.587995e-06,-1.342341e-06,-1.069583e-06,-7.654091e-07,-4.786969e-07,-1.970003e-07,1.370576e-06,1.267001e-07,-1.118150e-06,-2.354420e-06,-3.616985e-06,-4.636387e-06,-5.223320e-06,-5.694078e-06,-6.078994e-06,-5.888104e-06,-4.742965e-06,-2.458957e-06,9.372943e-07,5.174955e-06,9.823531e-06,1.456986e-05,1.928986e-05,2.400648e-05,-3.160234e-06,-2.173779e-06,-1.158503e-06,-4.611622e-07,-2.544030e-07,-2.115794e-07,-2.042911e-07,-2.225970e-07,-2.125795e-07,-4.208432e-07,-9.579905e-07,-1.526450e-06,-1.691999e-06,-1.168459e-06,1.015243e-07,1.915106e-06,3.911110e-06,5.890864e-06
9.143082e-07,2.832763e-06,-5.942075e-05,3.394988e-03,1.775037e-03,6.577638e-04,2.559850e-04,2.800479e-04,3.783986e-04,4.872077e-04,5.310558e-04,5.298417e-04,4.886828e-04,4.360673e-04,3.847734e-04,3.451752e-04,3.337830e-04,3.510752e-04,3.891658e-04,4.397877e-04,4.886618e-04,3.411252e-04,3.051230e-04,2.691502e-04,2.329570e-04,1.964915e-04,1.588790e-04,1.227510e-04,8.948252e-05,5.838139e-05,3.068046e-05,6.521928e-06,-1.444471e-05,-3.335390e-05,-5.091254e-05,-6.758492e-05,-8.413444e-05,-1.011337e-04,-1.180597e-04,-1.117653e-03,-8.993177e-04,-6.792026e-04,-4.811755e-04,-3.161175e-04,-1.828989e-04,-7.982881e-05,-2.570512e-06,5.267701e-05,8.792726e-05,1.062693e-04,1.117496e-04,1.078214e-04,9.838861e-05,8.559197e-05,7.052694e-05,5.468483e-05,3.893864e-05,-2.470450e-05,-1.222552e-05,2.581322e-07,1.245111e-05,2.455723e-05,3.496711e-05,4.198878e-05,4.755145e-05,5.173402e-05,5.051652e-05,4.086281e-05,2.137399e-05,-7.598808e-06,-4.374923e-05,-8.343750e-05,-1.240140e-04,-1.643717e-04,-2.047037e-04,7.949969e-05,5.854113e-05,3.711311e-05,2.059056e-05,1.120608e-05,6.210497e-06,4.168012e-06,4.153851e-06,5.189077e-06,8.818818e-06,1.553074e-05,2.263717e-05,2.640771e-05,2.436971e-05,1.608356e-05,3.282395e-06,-1.100743e-05,-2.516425e-05
1.407467e-06,1.995750e-06,-6.045830e-05,1.775037e-03,1.301115e-03,7.096111e-04,4.533534e-04,4.138878e-04,4.391882e-04,4.960440e-04,5.193011e-04,5.213720e-04,4.877098e-04,4.481973e-04,4.116888e-04,3.830876e-04,3.723859e-04,3.783948e-04,3.970736e-04,4.234715e-04,4.484049e-04,2.529776e-04,2.217045e-04,1.904405e-04,1.590654e-04,1.273116e-04,9.702543e-05,7.080548e-05,4.757204e-05,2.564773e-05,6.046531e-06,-1.089702e-05,-2.525354e-05,-3.791579e-05,-4.952397e-05,-6.039645e-05,-7.124533e-05,-8.247413e-05,-9.363584e-05,-6.186230e-04,-4.879053e-04,-3.558885e-04,-2.399113e-04,-1.478159e-04,-7.564700e-05,-2.096307e-05,1.906795e-05,4.723888e-05,6.411568e-05,7.082878e-05,6.987092e-05,6.328279e-05,5.355729e-05,4.186142e-05,2.879025e-05,1.535713e-05,1.996626e-06,-1.808401e-05,-5.995994e-06,6.099052e-06,1.798112e-05,2.993874e-05,3.988951e-05,4.611097e-05,5.092750e-05,5.456150e-05,5.296401e-05,4.302653e-05,2.327351e-05,-5.995997e-06,-4.246943e-05,-8.247899e-05,-1.233471e-04,-1.639875e-04,-2.046012e-04,5.926341e-05,4.282680e-05,2.598053e-05,1.342425e-05,7.222588e-06,4.320744e-06,3.301867e-06,3.561312e-06,4.283825e-06,7.226280e-06,1.306930e-05,1.919597e-05,2.188869e-05,1.869243e-05,9.159210e-06,-4.970628e-06,-2.062773e-05,-3.614853e-05
1.877979e-06,1.754274e-06,-6.123828e-05,6.577638e-04,7.096111e-04,8.034297e-04,6.435032e-04,5.489503e-04,4.967089e-04,5.019864e-04,5.043656e-04,5.104557e-04,4.848637e-04,4.587668e-04,4.373295e-04,4.200813e-04,4.101976e-04,4.045397e-04,4.029883e-04,4.040788e-04,4.040046e-04,1.544391e-04,1.293443e-04,1.042381e-04,7.913010e-05,5.353889e-05,3.199634e-05,1.691256e-05,4.695684e-06,-7.335526e-06,-1.837414e-05,-2.783751e-05,-3.544678e-05,-4.179609e-05,-4.743156e-05,-5.250556e-05,-5.766140e-05,-6.312326e-05,-6.852454e-05,-1.026454e-04,-6.203559e-05,-2.061984e-05,1.061604e-05,2.704612e-05,3.565003e-05,3.969592e-05,4.054681e-05,4.003347e-05,3.728234e-05,3.143233e-05,2.335977e-05,1.363698e-05,3.278583e-06,-7.579755e-06,-1.887097e-05,-3.008659e-05,-4.125418e-05,-1.243665e-05,-6.119402e-07,1.122178e-05,2.290729e-05,3.481155e-05,4.438457e-05,4.988962e-05,5.403615e-05,5.718423e-05,5.526897e-05,4.511870e-05,2.518843e-05,-4.268169e-06,-4.093830e-05,-8.114462e-05,-1.221893e-04,-1.630021e-04,-2.037866e-04,4.110890e-05,2.961810e-05,1.777993e-05,9.606552e-06,6.945349e-06,6.398321e-06,6.557537e-06,7.136696e-06,7.500092e-06,9.623586e-06,1.440796e-05,1.933275e-05,2.072222e-05,1.616388e-05,5.208478e-06,-1.040870e-05,-2.759019e-05,-4.463255e-05
1.965627e-06,1.211336e-06,-6.054434e-05,2.559850e-04,4.533534e-04,6.435032e-04,8.101712e-04,6.528435e-04,5.501485e-04,5.046865e-04,4.878199e-04,4.923013e-04,4.715515e-04,4.557090e-04,4.448710e-04,4.343807e-04,4.243090e-04,4.123022e-04,4.008291e-04,3.896782e-04,3.775187e-04,1.522886e-04,1.209610e-04,8.960253e-05,5.833893e-05,2.649155e-05,1.458213e-06,-1.321143e-05,-2.294963e-05,-3.127316e-05,-3.785780e-05,-4.244731e-05,-4.502209e-05,-4.629199e-05,-4.688267e-05,-4.695827e-05,-4.718660e-05,-4.768192e-05,-4.812086e-05,1.353385e-04,1.293667e-04,1.237862e-04,1.121713e-04,9.110772e-05,6.929012e-05,5.045414e-05,3.471489e-05,2.302437e-05,1.358954e-05,4.379382e-06,-4.544816e-06,-1.336695e-05,-2.179196e-05,-3.008234e-05,-3.837929e-05,-4.640794e-05,-5.440001e-05,-1.282216e-05,-7.227354e-07,1.138679e-05,2.338685e-05,3.572512e-05,4.546307e-05,5.074231e-05,5.452173e-05,5.728516e-05,5.508703e-05,4.483094e-05,2.500126e-05,-4.164800e-06,-4.039373e-05,-8.006874e-05,-1.205357e-04,-1.607679e-04,-2.009722e-04,2.716099e-05,1.874682e-05,1.004624e-05,4.482687e-06,3.853429e-06,4.615596e-06,5.387159e-06,6.111752e-06,6.292906e-06,8.006520e-06,1.225984e-05,1.661915e-05,1.748783e-05,1.250715e-05,1.220964e-06,-1.467140e-05,-3.211435e-05,-4.941946e-05
1.935984e-06,4.132719e-07,-6.089083e-05,2.800479e-04,4.138878e-04,5.489503e-04,6.528435e-04,7.923830e-04,6.507607e-04,5.591895e-04,4.995995e-04,4.819282e-04,4.504679e-04,4.366427e-04,4.340299e-04,4.352670e-04,4.374182e-04,4.389222e-04,4.391718e-04,4.378125e-04,4.355499e-04,-9.129946e-06,-2.166105e-05,-3.422763e-05,-4.666680e-05,-5.962877e-05,-6.521063e-05,-5.988039e-05,-5.176138e-05,-4.493372e-05,-3.849029e-05,-3.203636e-05,-2.539356e-05,-1.886224e-05,-1.271509e-05,-6.680655e-06,-9.695247e-07,4.498633e-06,1.002189e-05,1.257994e-04,1.058620e-04,8.603103e-05,6.330981e-05,3.559896e-05,1.156186e-05,-5.463491e-06,-1.631316e-05,-2.089494e-05,-2.172862e-05,-2.143902e-05,-2.011015e-05,-1.813349e-05,-1.536124e-05,-1.191335e-05,-8.121686e-06,-3.893447e-06,3.622448e-07,-1.038643e-05,1.199600e-06,1.279666e-05,2.430952e-05,3.617813e-05,4.533905e-05,4.990183e-05,5.317783e-05,5.570460e-05,5.343978e-05,4.326216e-05,2.363470e-05,-5.251464e-06,-4.113850e-05,-8.041844e-05,-1.204699e-04,-1.602882e-04,-2.000780e-04,1.699181e-05,1.022532e-05,3.211322e-06,-1.021771e-06,-7.743309e-07,4.433225e-07,1.340454e-06,1.997946e-06,2.016729e-06,3.576739e-06,7.733810e-06,1.204009e-05,1.287720e-05,7.860227e-06,-3.511269e-06,-1.951972e-05,-3.709257e-05,-5.452623e-05
2.122971e-06,4.876846e-07,-6.036366e-05,3.783986e-04,4.391882e-04,4.967089e-04,5.501485e-04,6.507607e-04,7.897955e-04,6.398095e-04,5.416730e-04,4.794032e-04,4.258133e-04,4.033049e-04,4.028477e-04,4.145971e-04,4.317876e-04,4.510627e-04,4.672165e-04,4.805771e-04,4.931179e-04,-1.490569e-04,-1.394776e-04,-1.299229e-04,-1.202793e-04,-1.109514e-04,-9.553626e-05,-7.021439e-05,-4.580052e-05,-2.742832e-05,-1.288030e-05,-1.136828e-06,8.563292e-06,1.657359e-05,2.310705e-05,2.897149e-05,3.446805e-05,3.974099e-05,4.506749e-05,6.979386e-05,5.258393e-05,3.539297e-05,1.637032e-05,-5.967696e-06,-2.468356e-05,-3.668944e-05,-4.223275e-05,-4.080408e-05,-3.521280e-05,-2.805102e-05,-1.937737e-05,-9.690685e-06,1.089595e-06,1.295083e-05,2.537808e-05,3.834289e-05,5.132783e-05,-5.326289e-06,5.233037e-06,1.580235e-05,2.629484e-05,3.708505e-05,4.531127e-05,4.901391e-05,5.177994e-05,5.424096e-05,5.218226e-05,4.243346e-05,2.342808e-05,-4.687945e-06,-3.970123e-05,-7.806497e-05,-1.172140e-04,-1.561408e-04,-1.950383e-04,1.627484e-05,9.875229e-06,3.242286e-06,-7.596524e-07,-5.138309e-07,7.502318e-07,1.794802e-06,2.584901e-06,2.652972e-06,4.196768e-06,8.260376e-06,1.242148e-05,1.311690e-05,7.993988e-06,-3.459178e-06,-1.952211e-05,-3.714475e-05,-5.462866e-05
3.339872e-06,1.587603e-06,-6.120452e-05,4.872077e-04,4.960440e-04,5.019864e-04,5.046865e-04,5.591895e-04,6.398095e-04,7.863597e-04,6.458305e-04,5.337569e-04,4.304901e-04,3.787856e-04,3.659789e-04,3.792506e-04,4.076421e-04,4.445335e-04,4.803522e-04,5.164288e-04,5.515235e-04,-8.577568e-05,-7.018285e-05,-5.459963e-05,-3.898613e-05,-2.346437e-05,-4.556143e-06,1.999607e-05,3.870702e-05,4.668713e-05,4.887901e-05,4.758919e-05,4.412073e-05,3.894714e-05,3.237518e-05,2.537586e-05,1.832109e-05,1.100449e-05,3.744265e-06,-1.364442e-05,-1.838127e-05,-2.307985e-05,-2.947374e-05,-3.804878e-05,-4.377021e-05,-4.423639e-05,-3.923138e-05,-2.788687e-05,-1.432956e-05,-1.124122e-06,1.203257e-05,2.485980e-05,3.775127e-05,5.102581e-05,6.432673e-05,7.790505e-05,9.151532e-05,8.874463e-06,1.808221e-05,2.729879e-05,3.643320e-05,4.579986e-05,5.290265e-05,5.594578e-05,5.857528e-05,6.133677e-05,5.952287e-05,4.976112e-05,3.045143e-05,1.784303e-06,-3.397780e-05,-7.323582e-05,-1.133616e-04,-1.532612e-04,-1.931316e-04,2.560622e-05,1.899055e-05,1.213617e-05,7.911549e-06,7.778025e-06,8.717285e-06,9.527019e-06,1.003979e-05,9.699658e-06,1.087456e-05,1.462855e-05,1.848951e-05,1.886928e-05,1.338876e-05,1.507982e-06,-1.503095e-05,-3.313956e-05,-5.110826e-05
