# cfgfile = demo_res/IMAG//lambda/IMAG.1911.kaiyo_k4_L-01.0-res.dat
,SET,LN,MT,TT,ResiTT,TakeOff,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1,dV0,gradV1e,gradV1n,gradV2e,gradV2n,dV,LogResidual
0,S01,L01,M01,1.490712,9.43586214365539e-07,26.564914283781206,3.6038384721898776e-06,False,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.001300231206176193,0.040871961521579035,-0.0009840010216652555,0.04413381542244466,0.009688654783017128,0.005405757708284817,6.329768690166437e-07
1,S01,L01,M02,1.964847,9.876782307636458e-06,47.26544491537123,1.5134332397042287e-05,False,9.413291,0.0,960.0,0.0,0.0,0.0,0.0,9.413291,0.0,960.0,0.0,0.0,0.0,0.0,0.0012986969788423156,0.040936232113843486,-0.0009633085485139557,0.04416278809006106,0.009680432184538247,0.02270149859556343,5.026743714720006e-06
2,S01,L01,M03,2.326619,-3.5327749736834896e-06,55.03493938543269,-2.77979772102665e-06,False,18.826581,0.0,930.0,0.0,0.0,0.0,0.0,18.826581,0.0,930.0,0.0,0.0,0.0,0.0,0.001297144466667839,0.04100050278165725,-0.0009426162823067595,0.04419176077355766,0.009672209577206232,-0.004169696581539975,-1.518415767121084e-06
3,S01,L01,M04,1.913693,-1.1057409175976268e-05,45.835288147195484,-1.4265072766982357e-05,False,28.239872,0.0,900.0,0.0,0.0,0.0,0.0,28.239872,0.0,900.0,0.0,0.0,0.0,0.0,0.0012955778277747964,0.041064773526809824,-0.0009219241126900802,0.044220732932178486,0.009663986819250887,-0.021397609150473534,-5.778047563520516e-06
4,S01,L01,M01,1.417102,5.582633243450386e-07,19.798754526555456,3.7291713340868994e-06,False,37.653162,0.0,860.0,0.0,0.0,0.0,0.0,37.653162,0.0,860.0,0.0,0.0,0.0,0.0,0.001294001220947345,0.04112904432378016,-0.0009012319381031136,0.044249704012856425,0.009655763772396124,0.005593757001130349,3.939471713010345e-07
5,S01,L01,M02,1.856592,7.256984742026759e-06,44.0963913068575,1.529921746824292e-05,False,47.066453,0.0,830.0,0.0,0.0,0.0,0.0,47.066453,0.0,830.0,0.0,0.0,0.0,0.0,0.0012924188043023988,0.041193315174357835,-0.0008805396481922934,0.044278673474835196,0.009647540294871665,0.02294882620236438,3.9087665690829e-06
6,S01,L01,M03,2.186829,-3.0952492960201722e-06,52.431468523554244,-2.646047613350314e-06,False,56.479743,0.0,800.0,0.0,0.0,0.0,0.0,56.479743,0.0,800.0,0.0,0.0,0.0,0.0,0.0012908347366274672,0.04125758605302172,-0.0008598471413968409,0.0443076407650482,0.009639316248401565,-0.003969071420025471,-1.4154052722092914e-06
7,S01,L01,M04,1.802517,-7.512491508805803e-06,42.29437176956074,-1.417877408968152e-05,False,65.893034,0.0,760.0,0.0,0.0,0.0,0.0,65.893034,0.0,760.0,0.0,0.0,0.0,0.0,0.0012892531760378787,0.041321856961561404,-0.0008391543073631181,0.044336605342738346,0.009631091491215332,-0.02126816113452228,-4.167778450248072e-06
8,S01,L01,M01,1.368146,5.463069703428393e-07,12.952663360890512,3.833534172728675e-06,False,75.306324,0.0,730.0,0.0,0.0,0.0,0.0,75.306324,0.0,730.0,0.0,0.0,0.0,0.0,0.0012876782813209609,0.04138612787445581,-0.0008184610445304629,0.044365566654840136,0.009622865885037307,0.005750301259093013,3.993045847028309e-07
9,S01,L01,M02,1.758788,5.384825792986419e-06,40.70249727781166,1.5449728393825738e-05,False,84.719615,0.0,700.0,0.0,0.0,0.0,0.0,84.719615,0.0,700.0,0.0,0.0,0.0,0.0,0.0012861142105939926,0.0414503987934945,-0.0007977672425450773,0.04439452416059518,0.009614639288096662,0.023174592590738608,3.0616684859041676e-06
10,S01,L01,M03,2.042047,-1.9745960364584233e-06,49.236454925698666,-2.521430809473677e-06,False,94.132905,0.0,660.0,0.0,0.0,0.0,0.0,94.132905,0.0,660.0,0.0,0.0,0.0,0.0,0.0012845651226405827,0.041514669693156356,-0.0007770727998465032,0.04442347730693945,0.009606411562118113,-0.0037821462142105153,-9.669689465807707e-07
11,S01,L01,M04,1.711088,-5.226695537085981e-06,38.81056159940724,-1.4112876931781071e-05,False,103.546196,0.0,630.0,0.0,0.0,0.0,0.0,103.546196,0.0,630.0,0.0,0.0,0.0,0.0,0.0012830351755834947,0.04157894057523099,-0.0007563776060806926,0.04445242555311287,0.009598182565330399,-0.02116931539767161,-3.0546035838519003e-06
12,S01,L01,M01,1.339983,-5.791633401996e-07,5.710518525080431,3.923663683642236e-06,False,112.959486,0.0,600.0,0.0,0.0,0.0,0.0,112.959486,0.0,600.0,0.0,0.0,0.0,0.0,0.0012815285281990887,0.041643211414197294,-0.0007356815596874838,0.04448136834605335,0.009589952159458742,0.005885495525463354,-4.322169312592772e-07
13,S01,L01,M02,1.667253,2.3754398693199987e-06,36.89607538213224,1.5590799169192413e-05,False,122.372777,0.0,560.0,0.0,0.0,0.0,0.0,122.372777,0.0,560.0,0.0,0.0,0.0,0.0,0.0012800493386191424,0.04170748221184483,-0.0007149845503124872,0.04451030514499861,0.009581720202731304,0.02338619875378862,1.42476269007763e-06
14,S01,L01,M03,1.914111,-1.7669186663391405e-06,45.84673261057861,-2.4166786785714495e-06,False,131.786067,0.0,530.0,0.0,0.0,0.0,0.0,131.786067,0.0,530.0,0.0,0.0,0.0,0.0,0.0012786017656092339,0.041771752942652535,-0.0006942864763959274,0.04453923539688903,0.009573486556873954,-0.0036250180178571743,-9.231014639898838e-07
15,S01,L01,M04,1.632993,-3.0745473059277263e-06,35.26521189120592,-1.4061045563850307e-05,False,141.199358,0.0,500.0,0.0,0.0,0.0,0.0,141.199358,0.0,500.0,0.0,0.0,0.0,0.0,0.0012771899673136918,0.04183602360840994,-0.0006735872275829837,0.04456815856095964,0.009565251080114147,-0.02109156834577546,-1.8827682090050146e-06
16,S01,L01,M01,1.3344,1.5834867382187902e-07,2.290652110410065,4.00408678272221e-06,False,150.612648,0.0,460.0,0.0,0.0,0.0,0.0,150.612648,0.0,460.0,0.0,0.0,0.0,0.0,0.001275818102483775,0.04190029418359598,-0.0006528867023143564,0.0445970740841537,0.009557013634178503,0.006006130174083315,1.1866657210872229e-07
