# cfgfile = demo_res/IMAG//lambda/IMAG.2002.kaiyo_k4_L-01.0-res.dat
,SET,LN,MT,TT,ResiTT,TakeOff,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1,dV0,gradV1e,gradV1n,gradV2e,gradV2n,dV,LogResidual
0,S01,L01,M01,1.49072,2.6935447372530863e-06,26.564627908587823,-8.708097716021959e-06,False,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.01614,999.98279,-0.01612,0.0,0.0,0.0,-0.017913857302801952,0.004205665130644622,0.008105143521378259,0.010931129792597959,-0.006592379177907235,-0.013062146574032938,1.8068750249899956e-06
1,S01,L01,M02,1.964845,6.262265595043674e-06,47.26630763785968,-2.844406595288383e-06,False,9.413291,0.0,960.0,0.0,0.0,0.0,0.0,9.413291,0.01857,959.98153,-0.02479,0.0,0.0,0.0,-0.017522702394159328,0.004159987719161654,0.008090732670472152,0.010893012772429597,-0.006527276071625377,-0.0042666098929325744,3.187155014794385e-06
2,S01,L01,M03,2.326616,5.490978755402942e-07,55.03498986027088,-4.2314939300811295e-06,False,18.826581,0.0,930.0,0.0,0.0,0.0,0.0,18.826581,0.01878,929.98341,-0.02239,0.0,0.0,0.0,-0.017131486239461324,0.004114310450317988,0.008076325473682979,0.010854896396022013,-0.0064621689580373586,-0.006347240895121694,2.3600709164739442e-07
3,S01,L01,M04,1.913697,-9.485060999082838e-06,45.83432751066002,-9.900741150301875e-06,False,28.239872,0.0,900.0,0.0,0.0,0.0,0.0,28.239872,0.01967,899.98389,-0.01149,0.0,0.0,0.0,-0.0167402564933522,0.004068633256902514,0.008061918373892283,0.010816780136498741,-0.006397059578642051,-0.014851111725452813,-4.9564068915208814e-06
4,S01,L01,M01,1.417119,1.6865669477126106e-05,19.79855979201986,-8.368428417579092e-06,False,37.653162,0.0,860.0,0.0,0.0,0.0,0.0,37.653162,0.01507,859.98575,-0.02565,0.0,0.0,0.0,-0.016349060976712213,0.0040229560911138025,0.008047507820104141,0.010778663483180191,-0.006331949702604594,-0.012552642626368639,1.1901378414322372e-05
5,S01,L01,M02,1.856591,1.5488262132963635e-06,44.097299606386,-2.585958559655965e-06,False,47.066453,0.0,830.0,0.0,0.0,0.0,0.0,47.066453,0.01511,829.98827,-0.0193,0.0,0.0,0.0,-0.01595794734419001,0.003977278885740768,0.008033090255199373,0.010740545909189847,-0.006266841071423279,-0.003878937839483948,8.342312406428576e-07
6,S01,L01,M03,2.186839,1.684945106628021e-05,52.431575271871054,-4.006823078773219e-06,False,56.479743,0.0,800.0,0.0,0.0,0.0,0.0,56.479743,0.01203,799.98287,-0.02754,0.0,0.0,0.0,-0.015566963416641202,0.0039316015929819845,0.0080186621281843,0.010702426903848402,-0.006201735454263091,-0.006010234618159828,7.70493441276665e-06
7,S01,L01,M04,1.802545,2.4783555636948208e-05,42.293569452673665,-9.589686507848792e-06,False,65.893034,0.0,760.0,0.0,0.0,0.0,0.0,65.893034,0.01269,759.98601,-0.02739,0.0,0.0,0.0,-0.015176156848759371,0.003885924145626338,0.008004219881935996,0.01066430594027882,-0.006136634592623221,-0.014384529761773188,1.374920217633857e-05
8,S01,L01,M01,1.368171,2.6865417188056963e-05,12.95246583265336,-7.965678898107527e-06,False,75.306324,0.0,730.0,0.0,0.0,0.0,0.0,75.306324,0.00817,729.98814,-0.02882,0.0,0.0,0.0,-0.014785575461334882,0.0038402464958724554,0.007989759965466019,0.010626182507802527,-0.006071540255667,-0.01194851834716129,1.9636008355722323e-05
9,S01,L01,M02,1.758788,-1.7016583218875038e-06,40.70331222546682,-2.3190189829648414e-06,False,84.719615,0.0,700.0,0.0,0.0,0.0,0.0,84.719615,0.00875,699.98506,-0.00983,0.0,0.0,0.0,-0.01439526690914685,0.003794568576509143,0.007975278821644697,0.010588056079541549,-0.006006454184896017,-0.003478528474447262,-9.67517587047162e-07
10,S01,L01,M03,2.04204,-6.863910650214986e-06,49.23625616195841,-3.827188085302513e-06,False,94.132905,0.0,660.0,0.0,0.0,0.0,0.0,94.132905,0.01228,659.98214,-0.00751,0.0,0.0,0.0,-0.014005279012879832,0.0037488903397351328,0.007960772899491852,0.010549926144818464,-0.005941378149470465,-0.00574078212795377,-3.3613007826560626e-06
11,S01,L01,M04,1.711094,-5.949048192696943e-06,38.809175277284936,-9.217415590940767e-06,False,103.546196,0.0,630.0,0.0,0.0,0.0,0.0,103.546196,0.00604,629.97883,-0.00071,0.0,0.0,0.0,-0.013615659427439041,0.003703211718339103,0.007946238641868041,0.010511792176753925,-0.005876313890895822,-0.01382612338641115,-3.476751243763898e-06
12,S01,L01,M01,1.340013,3.145979455328918e-05,5.710039615943941,-7.556025160447717e-06,False,112.959486,0.0,600.0,0.0,0.0,0.0,0.0,112.959486,0.00835,599.98159,-0.02921,0.0,0.0,0.0,-0.013226455973362646,0.0036575326645199367,0.007931672497804366,0.010473653664672107,-0.00581126317832764,-0.011334037740671576,2.347723085767764e-05
13,S01,L01,M02,1.667257,3.0247242165053176e-06,36.89695997373974,-2.098412131114241e-06,False,122.372777,0.0,560.0,0.0,0.0,0.0,0.0,122.372777,0.00937,559.98475,-0.01242,0.0,0.0,0.0,-0.012837716305722533,0.00361185311106614,0.007917070910148592,0.010435510081691845,-0.005746227753276781,-0.003147618196671362,1.8141919431169384e-06
14,S01,L01,M03,1.914091,-3.121448516649746e-05,45.84634070195338,-3.5880722132153385e-06,False,131.786067,0.0,530.0,0.0,0.0,0.0,0.0,131.786067,0.01018,529.98858,0.01074,0.0,0.0,0.0,-0.012449488244869921,0.0035661730101767906,0.007902430327946124,0.010397360917139355,-0.0056812093848926755,-0.0053821083198230075,-1.63077331049033e-05
15,S01,L01,M04,1.63299,-2.1075996821609062e-05,35.26385126442614,-8.839630202124489e-06,False,141.199358,0.0,500.0,0.0,0.0,0.0,0.0,141.199358,0.01016,499.98516,0.00512,0.0,0.0,0.0,-0.01206181944608392,0.0035204922946401717,0.007887747194028906,0.010359205644131201,-0.005616209814693045,-0.013259445303186733,-1.2906384498134749e-05
16,S01,L01,M01,1.334421,1.5038410275468329e-05,2.291287228618671,-7.193981059384447e-06,False,150.612648,0.0,460.0,0.0,0.0,0.0,0.0,150.612648,0.01279,459.97926,-0.01899,0.0,0.0,0.0,-0.011674757729488233,0.0034748109166556095,0.007873017957459677,0.010321043751996096,-0.005551230811819714,-0.010790971589076671,1.1269614518557734e-05
